bathrooms,sqft_living,sqft_lot,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,log-bathrooms,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5,bedrooms_6,floors_1.0,floors_1.5,floors_2.0,floors_2.5,floors_3.0,waterfront_1.0,view_1.0,view_2.0,condition_2,condition_3,condition_4,condition_5,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11
0.13333333333333333,0.18493150684931506,0.03752907954994367,0.0,0.4782608695652186,0.0,0.5568862275449078,0.3475177304964632,0.2458100558659218,0.3238905377708212,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0.13333333333333333,0.091324200913242,0.0693519832618842,0.0,0.2869565217391319,0.0,0.9339654025282726,0.3815602836879748,0.6312849162011174,0.3238905377708212,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0.6666666666666667,0.363013698630137,0.032773933018274394,0.5684803001876172,0.5652173913043477,0.0,0.5728542914171584,0.15460992907804894,0.25139664804469275,0.8372448944759822,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
0.4,0.2990867579908676,0.05530601196833804,0.0,0.756521739130438,0.0,0.7325349301397068,0.6482269503546263,0.37430167597765357,0.6477810755416424,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
0.4666666666666667,0.3070776255707762,0.046081027696899646,0.0,0.8260869565217419,0.0,0.2217232202262096,0.2482269503546206,0.49664804469273743,0.7028181756395006,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0.2666666666666667,0.15753424657534246,0.06723777195780355,0.0,0.5478260869565226,0.0,0.38772455089819857,0.2652482269503764,0.3324022346368715,0.5133543567051608,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0.13333333333333333,0.32191780821917804,0.05084348983861764,0.45590994371482174,0.5217391304347849,0.0,0.5587159015302774,0.23404255319150025,0.3687150837988827,0.3238905377708212,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0.5333333333333333,0.3470319634703196,0.04418628469428065,0.0,0.8956521739130459,0.0,0.3193612774451111,0.6680851063829891,0.5391061452513966,0.7520505393182462,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0.13333333333333333,0.18036529680365296,0.04008954306699636,0.18699186991869918,0.3652173913043484,0.0,0.8542914171656548,0.2978723404255561,0.2430167597765363,0.3238905377708212,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
0.13333333333333333,0.24200913242009134,0.14178383835428035,0.0,0.23478260869565304,0.0,0.9637391882900772,0.38723404255321725,0.3687150837988827,0.3238905377708212,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
